lat	lng	height	price	pph	sixfeet	borough	date	where	loc	desc
40.7255859	-73.9920174	4	55.0	13.75	82.5	Manhattan	2013-12-10	stand	2nd Ave. & Bowery, Manhattan	It was definitely an extravagance for us, I think it was a fair price - I see it as stimulating the economy.  It's a seasonal gig for these guys, and farming, cutting down, and transporting trees is no small task, not to mention hustling them on the corner.  
40.7826266	-73.951197	5	45.0	9.0	54.0	Manhattan	2013-12-10	stand	92nd and 3rd Avenue, New York, NY	"Negotiated down from $50 to $45, because our ""five-footer"" was scrawnier than the other five-footers going for $50.  I feel that it was a fair price. "
40.675052	-73.967031	6	65.0	10.833333333333334	65.0	Brooklyn	2013-12-10		184 Underhill Avenue Brooklyn, NY 11238	
40.867071	-73.921922	6	55.0	9.166666666666666	55.0	Manhattan	2013-12-10	Stand	4910 broadway, new york, ny	Fair.
40.6917438	-73.9527937	7	45.0	6.428571428571429	38.57142857142857	Brooklyn	2013-12-10	Home Depot	585 Dekalb Ave, Brooklyn, NY 11205	I think it's a great price, and now that I've gotten mine, everyone can feel free to mob Home Depot. 
40.7055931	-73.9504556	5	35.0	7.0	42.0	Brooklyn	2013-12-10	Nelly's Flower Shop	501 Broadway Brooklyn, NY	Very fairly priced.
40.6462928	-73.983581	3	25.0	8.333333333333334	50.0	Brooklyn	2013-12-10	David Shannon Florist	3380 Fort Hamilton Pkwy, Brooklyn, NY 11218	Yes! $20 for the perfect little Christmas tree is very fair. I imagine the cost of cutting it down, schlepping it from Canada to Brooklyn, and paying for the staff of very nice gents who helped me pick out the tree has got to be pretty high per tree, so I thought $20 was very reasonable. 
40.7791857	-73.9507784	2	25.0	12.5	75.0	Manhattan	2013-12-10	Stand	88th & 2nd Ave, Manhattan	I mean, for NYC standards it is par for the course. In reality, I feel it should have been no more than $10.00 My tree is tiny.
40.6691715	-73.9863098	2	45.0	22.5	135.0	Brooklyn	2013-12-10	stand	9th Street & 5th Avenue, Brooklyn, NY	First of all, your scale is terrible. Which box are you supposed to check if your tree is $40? The 30 - 40 or 40 - 50? Anybody who's ever taken a measurement class knows that you have to do $30 - 39 and $40 - 49. I paid $40 plus a $2 tip so I picked $40-50. But this was the tiniest tree I've ever seen, and I find it expensive. Though it did come with a (cheap) stand, which I appreciate.
40.688746	-73.997187	7	85.0	12.142857142857142	72.85714285714286	Brooklyn	2013-12-10	stand	St. Paul's Church, Court Street, near Congress Street, New York, NY	I got a fair price. Sure, it's a lot of money-- but we save up extra to have a special tree each year. We are also paying for the convenience of picking it up on a street just blocks from our home. No need to strap it to a car or anything. I am sure some of the cost comes from transporting the tree from North Carolina (where the man said it was from) and keeping it healthy. Also, they need someone to stay with the trees 24 hours a day, so that none are stolen... But when it's bitter cold outside and you've walked blocks to and from the subway, trudging through wind and slush, nothing beats coming home to a twinkling tree during the holiday season. 
40.7406443	-73.8968483	6	45.0	7.5	45.0	Queens	2013-12-10	Stand	Queens Blvd. and 68th Street, Woodside, NY	"Yes - plus the guy at this stand is super nice! He'll give your kids a ""Charlie Brown Tree"" for free. Cute. "
40.6771108	-73.9725796	5	35.0	7.0	42.0	Brooklyn	2013-12-10	DNY Natural Land Market	322 Flatbush Ave Brooklyn, NY 11238	This is the second year we bought our tree from this market on Flatbush in Park Slope. They tried to charge us $10 for a plastic stand. Luckily we had the stand from last year!
40.680952	-73.994043	3	25.0	8.333333333333334	50.0	Brooklyn	2013-12-10	Sidewalk Stand	Gowanus Yacht Club, 323 Smith St., Brooklyn, NY	Yes, smells great! And it came with a free stand that's easy to fill with water. Needed to trim the tree though
40.6394772	-73.9683378	7	75.0	10.714285714285714	64.28571428571428	Brooklyn	2013-12-10	Stand	1021 Cortelyou Rd, Brooklyn, NY 	Great trees,  came from one tree farm in Vermont,10 dollars/foot. Last year prices were lower, but still a decent price for a great tree.
40.6394772	-73.9683378	7	75.0	10.714285714285714	64.28571428571428	Brooklyn	2013-12-10	Stand	1021 Cortelyou Rd, Brooklyn, NY 	Great trees,  came from one tree farm in Vermont,10 dollars/foot. Last year prices were lower, but still a decent price for a great tree.
40.6592393	-73.9884165	7	85.0	12.142857142857142	72.85714285714286	Brooklyn	2013-12-10	stand	7th Ave between 19th and 20th St Brooklyn 11215	
40.6263679	-74.0298737	4	35.0	8.75	52.5	Brooklyn	2013-12-10	stand	3rd Ave. and 82nd st	I have no idea. Just got out of school and this is the first tree I've ever bought for myself (as in my parents didn't buy it). 
40.7627254	-73.9269954	5	55.0	11.0	66.0	Queens	2013-12-10	Stand	Broadway and 29th St., Astoria, NY 11106	Seems overpriced, but then again, I come from the home of the frasier fir where majestic trees can be had for $20.
40.7766152	-73.9466045	4	55.0	13.75	82.5	Manhattan	2013-12-10	stand	Northwest corner of 87th and York Ave, New York, NY 10028	$50 and I tipped $5. I feel like the price was a little high for what I got, but I felt okay paying it to the guys who drive down from French Canada and hang out in NYC for 6 weeks (as opposed to buying from a chain store, etc.). 
40.8264107	-73.9503568	4	35.0	8.75	52.5	Manhattan	2013-12-10	sidewalk stand	145th Street and Broadway, New York, NY	
40.678666	-73.978593	5	45.0	9.0	54.0	Brooklyn	2013-12-10	Stand	125 5th Avenue, Brooklyn, NY	The woman quoted us $12 per foot but we talked her down to 48 bucks. Not exactly a steal but it was what we had on us in cash.
40.7613374	-73.9171048	6	55.0	9.166666666666666	55.0	Queens	2013-12-10	Stand	31st Ave and Steinway, Astoria NY	I actually expected it to be more.  I was very pleased with the price, given the opportunity for price gouging.
40.647302	-73.973259	7	45.0	6.428571428571429	38.57142857142857	Brooklyn	2013-12-10	J&L Landscaping Contractors	702 Caton Avenue Brooklyn, NY 11218	Fair for NYC.
40.7198016	-73.9875434	4	45.0	11.25	67.5	Manhattan	2013-12-10	stand	rivington and essex	
40.8236578	-73.9300249	9	65.0	7.222222222222222	43.333333333333336	Bronx	2013-12-10	Home Depot	600 Exterior Street, Bronx, NY	very good price
40.7613374	-73.9171048	6	75.0	12.5	75.0	Queens	2013-12-10	Stand	Steinway and 31st Ave, Astoria NY	
40.7927713	-73.97133	8	35.0	4.375	26.25	Manhattan	2013-12-10	94 Deli/Stand	94th and Amsterdam, New York, NY 10025	
40.7644577	-73.8735259	5	25.0	5.0	30.0	Queens	2013-12-10	Home Depot	73-01 25th Avenue East Elmhurst, NY 11369 	Actually, we paid $14.99 (excluding tax) for our tree. Totally worth it! Of course it helps that we have car. Those sidewalk stand guys are price gougers. Supply and demand, right?
40.6714924	-73.9953345	6	25.0	4.166666666666667	25.0	Brooklyn	2013-12-10	Lowe's	118 2nd Avenue Brooklyn, NY 11215	yes.   5-6' tree for 19.95.  stand cost $15.
40.773335	-73.9550407	6	75.0	12.5	75.0	Manhattan	2013-12-10	Stand	79th St and 2nd Ave, New York, NY	The market value of Christmas trees, at least those coming from Canada, are something like $5 per tree. So paying 16 times that value seems a little insane!  But apparently $80 is a good price on the Upper East Side for a full, fragrant, nearly 6' tree. I really like this particular vendor, a French Canadian couple, as they are reliable every year.
40.668873	-73.985042	7	115.0	16.428571428571427	98.57142857142856	Brooklyn	2013-12-10	stand	339 9th st, brooklyn, ny	
40.7254954	-74.0040538	4	45.0	11.25	67.5	Manhattan	2013-12-10	stand	6th avenue and Spring Street	I feel like i paid too much--by about 10-15 dollars. But i really really wanted one early in the season and the trees looked perfect and freshly cut. I negotiated down by 20 dollars. They said the first week of the season is more expensive, which makes some sense.
40.8122298	-73.942312	5	45.0	9.0	54.0	Manhattan	2013-12-10	Stand	West 132 Street and Lenox Avenue	Pretty fair for the excellent size and shape; though I got it home and it was a little dry.
40.867786	-73.920547	7	65.0	9.285714285714286	55.71428571428572	Manhattan	2013-12-10	stand	Broadway south of 207th Street	yes - fair price. 
40.7446953	-73.9970754	5	45.0	9.0	54.0	Manhattan	2013-12-10	Home Depot	West 23rd St. Chelsea	I bought my tree in Home Depot,
40.7278025	-73.9988628	3	35.0	11.666666666666666	70.0	Manhattan	2013-12-10	stand	130 Bleecker Street	the tree was probably overpriced. the guy was willing to bargain but we figured we could afford it, and he sits outside in the cold all day and night, and it's the holidays, so why not?
40.7145257	-73.9443863	6	45.0	7.5	45.0	Brooklyn	2013-12-10	Graham Ave Market	Graham Ave and Metropolitan Ave, Brooklyn, NY	I paid $45, which I think is pretty fair for a healthy 6-foot tall tree in the middle of Brooklyn. And honestly, who can put a price on Christmas cheer?!
40.7791857	-73.9507784	5	65.0	13.0	78.0	Manhattan	2013-12-10	stand	e 88th st and 2nd avenue, new york, ny	
40.781951	-73.97548	9	140.0	15.555555555555555	93.33333333333333	Manhattan	2013-12-10	stand	79th and Columbus	Fair for the location
40.7313768	-73.9822648	2	25.0	12.5	75.0	Manhattan	2013-12-10	stand	14th street and First Avenue, New York, NY  10003	also got a stand with it.  It was $30 total.  
40.7157408	-73.9358707	6	45.0	7.5	45.0	Brooklyn	2013-12-10	stand	A deli right outside the Morgan Ave. L train stop, on Morgan Ave., Brooklyn, NY	Yes, it's a very full tree, and $45 felt fair for NYC. But the stand was $10 and last year when we bought our tree at the same place, the stand was free and included. So it was $55 total, which felt like a little too much. 
40.7251682	-73.987066	6	65.0	10.833333333333334	65.0	Manhattan	2013-12-10	Stand	4th St and 1st ave, New York, NY	It was a little steep, but not exorbitant 
40.8850989	-73.9005245	5	55.0	11.0	66.0	Bronx	2013-12-10		238 St. and Broadway Bronx, NY	Yes, tree is very full and dark green in color. 
40.6747399	-73.9977726	7	85.0	12.142857142857142	72.85714285714286	Brooklyn	2013-12-10	stand	9th street and smith street, brooklyn	
40.784479	-73.9773854	6	25.0	4.166666666666667	25.0	Manhattan	2013-12-10	Stand	81st Street and Amsterdam Avenue	When we lived on the Upper East Side, every tree was $50+. We just moved to the Upper West Side and are astonished by how cheap the trees are! 
40.764625	-73.9583262	7	115.0	16.428571428571427	98.57142857142856	Manhattan	2013-12-10	Stand	67th St & 1st Ave, Ny, NY	
40.6725045	-73.95729	5	35.0	7.0	42.0	Brooklyn	2013-12-10	Nam's Grocery Store	769 Franklin Ave Brooklyn, NY 11238	
40.7742367	-73.9811285	3	35.0	11.666666666666666	70.0	Manhattan	2013-12-10	stand	w67th and columbus, new york, ny	Last year the same tree from the same stand was $35. I guess a $5 increase isn't terrible, but it feels slightly high for a tiny little tree. It did come with a stand. 
40.7280541	-73.998976	6	75.0	12.5	75.0	Manhattan	2013-12-10	stand	bleecker st and laguardia pl	
40.786395	-73.8389657	8	45.0	5.625	33.75	Queens	2013-12-10	home depot	college point, ny	yes, no idea. 
40.710539	-73.7871156	5	45.0	9.0	54.0	Queens	2013-12-10	stand	Broadway btw 88th and 89th streets, New York, NY	
40.7575029	-73.9461231	5	55.0	11.0	66.0	Queens	2013-12-10	"stand ""Mr. Lumberjack"""	Vernon Blvd. Long Island City, NY	It was $60 for a 5-6' tree, delivery included. I didn't get mine delivered (I live just down the block) but wondered if I should have haggled for a lower price. Either way this place was cheaper than other LIC tree stands nearby. 
40.6408302	-73.9652999	6	35.0	5.833333333333333	35.0	Brooklyn	2013-12-10	stand	Cortelyou and Rugby Rd, Brooklyn	We paid $35 for a 6' balsam. Prices for similar trees in the neighborhood ranged from $35-60. We bought the cheapest we could find, which meant we ended up sawing off some small lower branches with a bread knife since the guy at the stand didn't have the equipment to do it, but the tree itself is great.
40.7618654	-73.9634274	6	65.0	10.833333333333334	65.0	Manhattan	2013-12-10	stand	2nd Avenue and 61st Street, New York, NY	
40.6714924	-73.9953345	6	25.0	4.166666666666667	25.0	Brooklyn	2013-12-10	Lowe's	118 2nd Ave, Brooklyn, NY  	Yes, I feel great! I was about to buy a $60 tree at a stand, but decided to go to a big box store. Transportation, man power, scarcity goes into the price of a tree. 
40.7304322	-73.9515807	5	55.0	11.0	66.0	Brooklyn	2013-12-10	stand	Greenpoint Avenue and McGuinness Avenue, Brooklyn, NY	(Trees are often sold by the foot)
40.754499	-73.9656923	4	35.0	8.75	52.5	Manhattan	2013-12-10	stand	E 51st and 1st, New York, NY	um, I'm from CT and I'm pretty sure I paid as much for my scrawny little tree as my parents are going to pay for an 8-ft Frasier fir.  but it's my first tree in the city (after 9 years) so I'm happy.
40.6308916	-73.9183913	7	45.0	6.428571428571429	38.57142857142857	Brooklyn	2013-12-10	Dragonetti Florist	1875 Ralph Avenue Brooklyn, NY 11234	It has been a while since I have brought a real tree, but it seems as if the price has increased by about $10 if not more.
40.7576475	-73.963415	8	55.0	6.875	41.25	Manhattan	2013-12-10	stand	56th & 1st S/W corner NY, NY 10022	I feel great about the price. We bought our tree from the Boy Scouts Troop # 1 @ St. John The Evangelists 56th & 1st...they are on the corner for 2-3 weekends the most. 2 young men delivered our tree to our 11th floor apartment, trimmed the bottom and set the tree in our stand offering to clean up the slight mess of fallen needles , branches, etc..Tip the lads $20...tree is probably worth $90 + Tim 212-782-7930
40.669217	-73.9846192	7	75.0	10.714285714285714	64.28571428571428	Brooklyn	2013-12-10	Sidewalk stand	8th avenue between 7th and 8th streets, brooklyn, NY	I feel like it's fair relative to everything else in NYC. Also a portion goes to my kids' school.
40.6356754	-73.962569	7	55.0	7.857142857142857	47.14285714285714	Brooklyn	2013-12-10	Almac Hardware	2 Newkirk Plaza Brooklyn, NY 11226	For a full, 7 1/2 foot tree at $50 plus tax, I feel this is a good deal.  Happy to support the local hardware store at our subway / Newkirk Plaza in Ditmis Park.
40.681854	-73.9604389	8	55.0	6.875	41.25	Brooklyn	2013-12-10	Fort Greene Garden Center	1010 Fulton Street, Brooklyn, NY 11238	We were happy to support a local family run business that serves the community year round.  We feel good about the price. It's a beautiful tree!
40.668058	-73.99824	7	45.0	6.428571428571429	38.57142857142857	Brooklyn	2013-12-10	Home Depot, Bklyn	550 Hamilton Ave, Brooklyn, NY	It seems a bit high this year. I recall paying about 1/2 as much last year
40.6343266	-73.9625806	8	55.0	6.875	41.25	Brooklyn	2013-12-10	Almac Hardware	Newkirk Plaza	Yes! Much cheaper than places in Manhattan, and was close to my house. 
40.623309	-73.937192	6	55.0	9.166666666666666	55.0	Brooklyn	2013-12-10	Anthony Gallo Landscaping & Nursery	1909 Flatbush Ave, Brooklyn, NY 11234	Awesome. Fair price for paying for what you get.
40.773335	-73.9550407	6	65.0	10.833333333333334	65.0	Manhattan	2013-12-10	stand	2nd Avenue and 79th Street, New York, NY	
40.6916895	-73.9530652	5	25.0	5.0	30.0	Brooklyn	2013-12-10	Home Depot	Home Depot in Bedford STuy Brooklyn	Absolutely.  I bought it at Home Depot.  Strangely, this has become a family tradition.  My wife and two boys (3,5) drive to the Bed Stuy HD where a portion of the lot is closed off to trees.  We pick one and have a HD worker cut the bottom of the tree off so it may absorb water better.  Good deal for a sort of gangly ugly but ready to go tree.
40.79467	-73.966654	6	35.0	5.833333333333333	35.0	Manhattan	2013-12-10	Whole Foods	808 Columbus Ave, New York, NY 10025	Seemed like a fair price but unlike some places, WF didn't chop off the end and the tree isn't drinking as much water as it should.  Or maybe its just not one of those thirsty trees.
40.6790438	-73.9786739	10	95.0	9.5	57.0	Brooklyn	2013-12-10	Stand	5th ave & Sterling, Brooklyn	I think its a lot, but it's Park Slope.  Last year in NJ we had a tree cut for us. It was ten feet and cost $60.00.
40.7672398	-73.9862103	6	95.0	15.833333333333334	95.0	Manhattan	2013-12-10	stand	56th and 9th Ave, Manhattan	Ack! It's a balsam so thought it was really expensive. The Fraziers were $20/ft so a 6 ft would have set me back $240.  I always buy from the same stand, part of the Quebec syndicate that runs many of the stands in Manhattan. (although this year the tree guys are from London - go figure). Prices seemed much higher than the past few years.  Price of these trees = growing, trucking from Canada, maintaining stand. Would love to go less expensive but hard in midtown Manhattan.  Plus the guys (and sometimes women) are always entertaining - they live in their van the month they're here.  They buy the trees wholesale from the main guy who trucks them down from Canada and refreshes the stock every few days; they then keep the proceeds.  What the hey - Christmas is only once a year.  
40.694276	-73.992424	8	75.0	9.375	56.25	Brooklyn	2013-12-10	Stand	clinton and montague	Uber was offering a 7ft tree to be delivered for 140 from Home Depot. I saw a wonderful tree for $70 near my work at Saint Ann's School and brought it home to BEDSTUY on the train. Organic so i can eat it if i get hungry! It is a beautiful tree. THe ones at Home Depot more bushy
40.6411723	-73.9857061	5	25.0	5.0	30.0	Brooklyn	2013-12-10	stand	4th Ave/38th St., Brooklyn	It's what I could afford. 
40.8555154	-73.9380217	8	85.0	10.625	63.75	Manhattan	2013-12-10	School fundraiser	187th St and Cabrini Blvd, New York, NY	Yes. $80 for a tall tree is cheaper than what you typically pay on the street (~$125). Trees are expensive, but they only can be sold for a limited time during the year, and obviously there is a somewhat inelastic demand -- you might buy a smaller tree if they are overpriced, but you will not go without a tree.
40.664637	-73.990397	6	45.0	7.5	45.0	Brooklyn	2013-12-10	CNS Family Hardware	584 5th Ave Brooklyn, NY 11215	The price was definitely fair. It was $46. They cut a couple inches off the bottom without me having to ask. They're close, just a block and a half away from my apartment. The tree was nice and full when I opened it up at home. And the hardware store across the street also sells trees, so I suspect that helps keep prices reasonable.
40.647302	-73.973259	9	95.0	10.555555555555555	63.33333333333333	Brooklyn	2013-12-10	J&L Landscaping	702 Caton Ave, Brooklyn	Yes, it was a fair price.  The tree is full, straight, healthy and has great tip to put a star on.
40.6889083	-73.9929471	6	75.0	12.5	75.0	Brooklyn	2013-12-10	stand	150 Court St Brooklyn, NY 11201	
40.7163424	-73.9626587	7	85.0	12.142857142857142	72.85714285714286	Brooklyn	2013-12-10	Stand	Metropolitan/Bedford Brookyn NY 11249	A little expensive - but only 2 blocks from my house.  And the sales guys are great.  And I walk past them at least 2 times a day for a month.  
40.6790438	-73.9786739	9	105.0	11.666666666666666	70.0	Brooklyn	2013-12-10	stand	125 5th ave and Sterling place	yes, however I also got a description of a canadian migrant who is selling North Carolinian tress that were shipped to him in new york. so i have a bit more knowledge of what it takes to get us that tree.
40.8054183	-73.9656807	4	35.0	8.75	52.5	Manhattan	2013-12-10	stand	Broadyway and 112th Street, New York, NY	I think we got a fair price. The stand operator said they have coming and working there for 20 years. 
40.8503778	-73.936318	5	35.0	7.0	42.0	Manhattan	2013-12-10	Stand	181st street/Ft Washington	I think $35 for a 5 ft tree is fair. We counted the rings and found out that it was 6 years old, so considering it has been growing that long, possibly being shaped, plus transport, it's not too much. 
40.7581924	-73.9900204	5	45.0	9.0	54.0	Manhattan	2013-12-10	stand	310 West 43rd Street, New York, NY 10036	"I thought I paid $40 for a +6ft tree last year, but the guy gives me a discount for being a firefighter. It seems expensive for a big overgrown plant, but there is ""shipping"" and the convenience. I used to get a tree at Union Square and take it home on the subway. One year I got a tree I cut down on the North Fork of LI, and that was $95 for a 7 ft tree. No idea what the costs are affecting how the industry prices them."
40.7302131	-74.0068848	5	65.0	13.0	78.0	Manhattan	2013-12-10	Stand	Leroy Street and Hudson St., New York, NY	The tree itself was $60 but I paid a total of $90, which included the stand and the lights - the tree seller convinced me to buy a bigger stand than I needed so I can reuse it if I ever get a bigger tree.  I wish I had bargained the price down a bit, but in the end, the tree is perfect so I'm happy to support the tree farmers and the people who travel from all over the country to make this time of year so festive.
40.761038	-73.987015	5	55.0	11.0	66.0	Manhattan	2013-12-10	stand	Vernon BLVD 48th Street Long Island City	It was a quality tree cut the day before brought down from Quebec. 
40.7302131	-74.0068848	2	55.0	27.5	165.0	Manhattan	2013-12-10	Stand	Corner of Leroy (St. Luke's Place) and Hudson in Manhattan	I am blown away every year by how insane it is to pay that for a tiny tree for my children's. room.
40.752109	-73.91225	7	25.0	3.5714285714285716	21.42857142857143	Queens	2013-12-10	Home Depot	50-10 Northern Blvd, Long Island City, NY 11101	A stand on Vernon Blvd. in LIC wanted $65-$80 for a 6-7' tree. That's crazy! I rather support small businesses than Home Depot, but the big box store had the most reasonable prices for trees, by far.
40.6392498	-73.9687925	6	65.0	10.833333333333334	65.0	Brooklyn	2013-12-10	Stand associated w Brooklyn Artery	Cortelyou Road and Coney Island Avenue, Brooklyn, NY	This is only the 2nd year I've had a real tree; it seems more or less on par with what I expected. So while I wish I had spent $15 - $20 less, it's a beautiful tree and I wasn't put off by the price. 
40.7304322	-73.9515807	7	85.0	12.142857142857142	72.85714285714286	Brooklyn	2013-12-10	Stand	Mcguiness and greenpoint ave, Brooklyn 	
40.6870351	-73.9762641	6	45.0	7.5	45.0	Brooklyn	2013-12-10	stand	Lafayette and Fulton Brooklyn, NY	I'm not sure if this is a fair price. The prices seem to go up every year. I always buy my tree from the same seller because they are nice Canadians from Quebec with good accents!
40.8035387	-73.9670752	6	55.0	9.166666666666666	55.0	Manhattan	2013-12-10	stand	Broadway and 109th St, New York, NY	
40.6902307	-73.994364	5	45.0	9.0	54.0	Brooklyn	2013-12-10	stand	corner of Atlantic Avenue and Clinton Street, Brooklyn, NY	
40.7627254	-73.9269954	6	55.0	9.166666666666666	55.0	Queens	2013-12-10	Stand	Broadway and 29th st. Astoria	
40.7028578	-73.9896047	7	75.0	10.714285714285714	64.28571428571428	Brooklyn	2013-12-10	lot next to Dish in DUMBO	Washington St. Brooklyn, NY	I think I got a fair price from a nice guy who I've been buying from for years because he grows trees in a part of Vermont I care about.
40.785877	-73.9509341	8	85.0	10.625	63.75	Manhattan	2013-12-10	stand	96th and lex, ny, ny	
40.6795519	-73.9783485	5	55.0	11.0	66.0	Brooklyn	2013-12-10	stand	112 5th Avenue, Brooklyn, NY	Definitely negotiate! I know the trees up on Flatbush are cheaper, and we almost went there, but were able to talk the price down. I felt like the initial asking price was high and sort of rip-off-y.
